Name,NickName,Age,Birthday,Gender,Height,Weight,Weight_class,Url,RecordDraws,RecordLosses,RecordNoContests,RecordWins,WeightClassAbbreviation,WeightClassId,Stance
Tiffany Masters,Rainbow Renegade,30,7/31/1994,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/tiffany-masters,0,1,0,2,WFLW,32,Orthodox
Shanna Young,The Shanimal,33,2/20/1991,Female,67,125,Womens Bantamweight,http://www.ufc.com/athlete/shanna-young,0,6,0,9,WBW,25,Orthodox
Ketlen Vieira,Fenomeno,33,8/26/1991,Female,68,135,Womens Bantamweight,http://www.ufc.com/athlete/ketlen-vieira,0,4,0,14,WBW,25,Orthodox
Polyana Viana,Dama de Ferro,32,6/14/1992,Female,65,115,Womens Strawweight,http://www.ufc.com/athlete/polyana-viana,0,7,0,13,WFLW,32,Orthodox
Christina Marks,N/A,39,11/8/1985,Female,67,125,Womens Flyweight,http://www.ufc.com/athlete/christina-marks,0,9,0,8,WFLW,35,Orthodox
Taneisha Tennant,Triple Threat,35,6/15/1989,Female,67,145,Womens Featherweight,http://www.ufc.com/athlete/taneisha-tennant,0,1,0,5,WFTW,24,Orthodox
Wu Yanan,Mulan,28,4/18/1996,Female,68,135,Womens Flyweight,http://www.ufc.com/athlete/wu-yanan,0,6,0,13,WFLW,35,Orthodox
Kanako Murata,N/A,31,8/10/1993,Female,61,115,Womens Strawweight,http://www.ufc.com/athlete/kanako-murata,0,3,0,12,WSW,32,Orthodox
Ashley Yoder,SpiderMonkey,37,10/20/1987,Female,67,115,Womens Strawweight,http://www.ufc.com/athlete/ashley-yoder,0,9,0,8,WSW,32,Southpaw
Jamie Moyle,N/A,35,3/17/1989,Female,61,115,Womens Strawweight,http://www.ufc.com/athlete/jamie-moyle,0,3,0,4,WSW,32,Orthodox
Julianna Pena,The Venezuelan Vixen,35,8/19/1989,Female,66,135,Womens Bantamweight,http://www.ufc.com/athlete/julianna-peña,0,5,0,13,WBW,25,Orthodox
Kathryn Paprocki,N/A,31,4/28/1993,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/kathryn-paprocki,0,2,0,3,WSW,32,Orthodox
Kali Robbins,Pop Tart,40,7/5/1984,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/kali-robbins,0,3,0,6,WSW,32,Orthodox
Amanda Ribas,N/A,31,8/26/1993,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/amanda-ribas,0,6,0,13,WFLW,32,Orthodox
Natalia Silva,N/A,27,2/3/1997,Female,64,125,Womens Flyweight,http://www.ufc.com/athlete/natalia-silva,1,5,0,18,WFLW,35,Southpaw
Antonina Shevchenko,La Pantera,40,11/20/1984,Female,68,125,Womens Flyweight,http://www.ufc.com/athlete/antonina-shevchenko,0,4,0,10,WFLW,35,Southpaw
Kelly Velasco,Killer,29,5/21/1995,Female,69,135,Womens Bantamweight,http://www.ufc.com/athlete/kelly-velasco,0,1,0,2,WBW,25,Orthodox
Brianna Fortino,The Bull,31,8/4/1993,Female,60,115,Womens Strawweight,http://www.ufc.com/athlete/brianna-fortino,0,3,0,9,WSW,32,Southpaw
Zhang Weili,Magnum,35,8/13/1989,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/zhang-weili,0,3,0,25,WSW,32,Switch
Kenneth Alexander,The Machine,47,9/25/1977,N/A,69,155,N/A,http://www.ufc.com/athlete/kenneth-alexander,0,6,1,7,N/A,N/A,Orthodox
Hiroyuki Abe,Abe Ani,N/A,N/A,N/A,66,145,N/A,http://www.ufc.com/athlete/hiroyuki-abe,3,15,1,8,N/A,N/A,Orthodox
Mike Aina,Iron,N/A,N/A,N/A,69,155,N/A,http://www.ufc.com/athlete/mike-aina,1,6,1,14,N/A,N/A,Orthodox
Daniel Acacio,N/A,47,12/27/1977,N/A,68,180,N/A,http://www.ufc.com/athlete/daniel-acacio,0,18,0,30,N/A,N/A,Orthodox
Chris Amarante,N/A,N/A,N/A,N/A,0,185,N/A,http://www.ufc.com/athlete/chris-amarante,0,0,0,2,N/A,N/A,N/A
Rico Altamirano,N/A,N/A,N/A,N/A,70,170,N/A,http://www.ufc.com/athlete/rico-altamirano,0,3,0,4,N/A,N/A,N/A
Karl Amoussou,The Psycho,39,11/21/1985,N/A,71,185,N/A,https://www.ufc.com/athlete/karl-amoussou,2,7,0,27,N/A,N/A,Orthodox
Erik Apple,N/A,47,8/26/1977,N/A,72,170,N/A,http://www.ufc.com/athlete/erik-apple,0,3,0,10,N/A,N/A,Orthodox
Shinya Aoki,Tobikan Judan,41,5/9/1983,N/A,71,154,N/A,http://www.ufc.com/athlete/shinya-aoki,0,7,1,39,N/A,N/A,Southpaw
Mike Altman,N/A,N/A,N/A,N/A,70,185,N/A,http://www.ufc.com/athlete/mike-altman,0,4,0,1,N/A,N/A,Orthodox
Gilles Arsene,N/A,N/A,N/A,N/A,69,190,N/A,http://www.ufc.com/athlete/gilles-arsene,0,1,0,1,N/A,N/A,Southpaw
Tristan Arenal,N/A,N/A,N/A,N/A,0,155,N/A,http://www.ufc.com/athlete/tristan-arenal,0,4,0,7,N/A,N/A,N/A
Anthony Avila,N/A,36,12/29/1988,N/A,67,145,N/A,https://www.ufc.com/athlete/anthony-avila,0,5,0,13,N/A,N/A,N/A
Luiz Azeredo,N/A,48,6/10/1976,N/A,69,154,N/A,http://www.ufc.com/athlete/luiz-azeredo,0,10,0,15,N/A,N/A,Orthodox
Blas Avena,The Disciple,41,6/30/1983,N/A,72,170,N/A,http://www.ufc.com/athlete/blas-avena,0,7,1,8,N/A,N/A,Orthodox
Joey Armstrong,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/joey-armstrong,0,2,0,5,N/A,N/A,N/A
Chalid Arrab,Die Faust,49,5/28/1975,N/A,71,205,N/A,http://www.ufc.com/athlete/chalid-arrab,0,3,0,7,N/A,N/A,Orthodox
Scott Baker,N/A,N/A,N/A,N/A,72,210,N/A,http://www.ufc.com/athlete/scott-baker,0,1,0,1,N/A,N/A,N/A
Rudy Bears,N/A,N/A,N/A,N/A,71,170,N/A,http://www.ufc.com/athlete/rudy-bears,0,15,0,16,N/A,N/A,Southpaw
Bryan Baker,The Beast,39,10/13/1985,N/A,75,185,N/A,http://www.ufc.com/athlete/bryan-baker,0,5,0,18,N/A,N/A,Orthodox
David Barrios,N/A,N/A,N/A,N/A,66,145,N/A,http://www.ufc.com/athlete/david-barrios,0,8,0,4,N/A,N/A,N/A
Yohan Banks,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/yohan-banks,0,1,0,2,N/A,N/A,N/A
Dieusel Berto,N/A,N/A,N/A,N/A,69,200,N/A,http://www.ufc.com/athlete/dieusel-berto,0,3,0,0,N/A,N/A,N/A
Lyle Beerbohm,Fancy Pants,45,2/5/1979,N/A,70,155,N/A,http://www.ufc.com/athlete/lyle-beerbohm,0,3,0,24,N/A,N/A,Southpaw
Edson Berto,Little Tiger,41,7/5/1983,N/A,66,155,N/A,http://www.ufc.com/athlete/edson-berto,1,12,0,17,N/A,N/A,Orthodox
Scott Bills,N/A,N/A,N/A,N/A,70,170,N/A,http://www.ufc.com/athlete/scott-bills,1,9,0,7,N/A,N/A,N/A
Gregory Bouchelaghem,N/A,N/A,N/A,N/A,74,183,N/A,http://www.ufc.com/athlete/gregory-bouchelaghem,0,4,0,5,N/A,N/A,Switch
Sean Bassett,N/A,N/A,N/A,N/A,0,155,N/A,http://www.ufc.com/athlete/sean-bassett,0,4,0,0,N/A,N/A,N/A
Lee Brousseau,Manimal,50,10/4/1974,N/A,73,205,N/A,http://www.ufc.com/athlete/lee-brousseau,0,3,0,5,N/A,N/A,N/A
George Bush,N/A,N/A,N/A,N/A,73,205,N/A,http://www.ufc.com/athlete/george-bush,0,2,0,5,N/A,N/A,N/A
Dave Berry,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/dave-berry,0,1,0,0,N/A,N/A,N/A
Charles Bennett,Krazy Horse,45,11/23/1979,N/A,68,155,N/A,http://www.ufc.com/athlete/charles-bennett,2,33,0,30,N/A,N/A,Orthodox
Arlene Blencowe,Angerfist,41,4/11/1983,N/A,65,145,N/A,https://www.ufc.com/athlete/arlene-blencowe,0,6,0,9,N/A,N/A,N/A
Mike Bourke,The Rhino,N/A,N/A,N/A,72,275,N/A,http://www.ufc.com/athlete/mike-bourke,1,16,1,10,N/A,N/A,Orthodox
Colley  Bradford,N/A,N/A,N/A,N/A,67,145,N/A,https://www.ufc.com/athlete/colley--bradford,0,1,0,0,N/A,N/A,N/A
Mike Budnik,N/A,50,8/8/1974,N/A,69,145,N/A,http://www.ufc.com/athlete/mike-budnik,0,4,0,13,N/A,N/A,Orthodox
Coltin Cole,N/A,35,4/24/1989,N/A,0,185,N/A,http://www.ufc.com/athlete/coltin-cole,0,5,0,4,N/A,N/A,N/A
Travis Calanoc,The Dark Knight,N/A,N/A,N/A,68,145,N/A,http://www.ufc.com/athlete/travis-calanoc,0,1,0,5,N/A,N/A,Orthodox
Dos Caras Jr.,N/A,47,5/25/1977,N/A,76,225,N/A,http://www.ufc.com/athlete/dos-caras-jr.,0,5,0,9,N/A,N/A,Orthodox
Miguel Cosio,N/A,N/A,N/A,N/A,76,205,N/A,http://www.ufc.com/athlete/miguel-cosio,0,13,0,1,N/A,N/A,N/A
Don Carlo-Clauss,N/A,N/A,N/A,N/A,0,170,N/A,http://www.ufc.com/athlete/don-carlo-clauss,0,7,0,10,N/A,N/A,N/A
Joe Cason,N/A,37,1/19/1988,N/A,75,205,N/A,https://www.ufc.com/athlete/joe-cason,0,1,0,9,N/A,N/A,N/A
Crezio de Souza,N/A,N/A,N/A,N/A,0,170,N/A,http://www.ufc.com/athlete/crezio-de-souza,0,2,0,1,N/A,N/A,Orthodox
Dave Cochran,N/A,51,5/10/1973,N/A,66,155,N/A,http://www.ufc.com/athlete/dave-cochran,1,29,0,26,N/A,N/A,N/A
David Douglas,Tarzan,43,8/16/1981,N/A,71,155,N/A,https://www.ufc.com/athlete/david-douglas,0,7,0,9,N/A,N/A,N/A
Dave Courchaine,N/A,N/A,N/A,N/A,68,170,N/A,https://www.ufc.com/athlete/dave-courchaine,0,7,0,20,N/A,N/A,N/A
Chris Culley,N/A,38,3/25/1986,N/A,0,145,N/A,http://www.ufc.com/athlete/chris-culley,0,15,0,20,N/A,N/A,N/A
John Paul Elias,N/A,N/A,N/A,N/A,76,205,N/A,http://www.ufc.com/athlete/john-paul-elias,0,1,0,3,N/A,N/A,N/A
Carina Damm,Beauty But the Beast,N/A,N/A,N/A,64,135,N/A,http://www.ufc.com/athlete/carina-damm,0,13,0,2,N/A,N/A,N/A
Brian Davidson,N/A,N/A,N/A,N/A,66,145,N/A,http://www.ufc.com/athlete/brian-davidson,0,4,0,13,N/A,N/A,N/A
Chase Beebe,N/A,39,3/29/1985,N/A,67,135,N/A,http://www.ufc.com/athlete/chase-beebe,1,13,0,24,N/A,N/A,Orthodox
Len Bentley,N/A,42,11/30/1982,N/A,69,155,N/A,http://www.ufc.com/athlete/len-bentley,0,6,0,10,N/A,N/A,N/A
Humberto DeLeon,N/A,35,11/12/1989,N/A,0,135,N/A,http://www.ufc.com/athlete/humberto-deleon,0,7,0,7,N/A,N/A,N/A
Robert Densley,The Wrecker,N/A,N/A,N/A,69,155,N/A,https://www.ufc.com/athlete/robert-densley,0,10,0,9,N/A,N/A,N/A
Pro Escobedo,N/A,N/A,N/A,N/A,0,205,N/A,http://www.ufc.com/athlete/pro-escobedo,0,0,0,1,N/A,N/A,N/A
Igor Borisov,N/A,N/A,N/A,N/A,72,235,N/A,http://www.ufc.com/athlete/igor-borisov,0,1,0,1,N/A,N/A,Orthodox
Jeremiah Billington,N/A,47,11/14/1977,N/A,69,205,N/A,http://www.ufc.com/athlete/jeremiah-billington,0,2,0,11,N/A,N/A,Orthodox
Brady Fink,N/A,N/A,N/A,N/A,72,183,N/A,http://www.ufc.com/athlete/brady-fink,0,3,0,2,N/A,N/A,Orthodox
Mack Brewer,N/A,N/A,N/A,N/A,0,205,N/A,http://www.ufc.com/athlete/mack-brewer,0,1,0,0,N/A,N/A,N/A
Robert Breslin,The Bullet,N/A,N/A,N/A,71,155,N/A,https://www.ufc.com/athlete/robert-breslin,0,9,0,3,N/A,N/A,N/A
Rich Bouphanouvong,N/A,N/A,N/A,N/A,67,170,N/A,http://www.ufc.com/athlete/rich-bouphanouvong,0,4,0,1,N/A,N/A,N/A
John Franchi,N/A,42,7/16/1982,N/A,66,145,N/A,http://www.ufc.com/athlete/john-franchi,0,2,0,6,N/A,N/A,Orthodox
Blake Bowman,N/A,N/A,N/A,N/A,74,170,N/A,http://www.ufc.com/athlete/blake-bowman,0,6,0,2,N/A,N/A,N/A
Mike Bronzoulis,The Greek,46,1/5/1979,N/A,72,155,N/A,http://www.ufc.com/athlete/mike-bronzoulis,1,9,0,18,N/A,N/A,N/A
Josh Bumgarner,N/A,N/A,N/A,N/A,73,170,N/A,http://www.ufc.com/athlete/josh-bumgarner,0,4,0,6,N/A,N/A,N/A
Terrell Brown,N/A,41,4/13/1983,N/A,0,185,N/A,http://www.ufc.com/athlete/terrell-brown,0,1,0,3,N/A,N/A,N/A
Courtney Buck,N/A,42,3/19/1982,N/A,70,135,N/A,http://www.ufc.com/athlete/courtney-buck,0,11,0,12,N/A,N/A,Orthodox
Won Jin Eoh,N/A,N/A,N/A,N/A,67,160,N/A,http://www.ufc.com/athlete/won-jin-eoh,1,5,0,5,N/A,N/A,Orthodox
Derrick Burnsed,N/A,N/A,N/A,N/A,0,155,N/A,http://www.ufc.com/athlete/derrick-burnsed,3,0,0,1,N/A,N/A,N/A
Mike Campbell,The Beast,N/A,N/A,N/A,69,155,N/A,http://www.ufc.com/athlete/mike-campbell,0,4,0,13,N/A,N/A,Southpaw
Michael Byrnes,N/A,34,7/17/1990,N/A,71,155,N/A,http://www.ufc.com/athlete/michael-byrnes,0,3,0,5,N/A,N/A,N/A
Chad George,Savage,42,4/30/1982,N/A,66,135,N/A,http://www.ufc.com/athlete/chad-george,0,8,0,16,N/A,N/A,Southpaw
Rodney Faverus,N/A,N/A,N/A,N/A,72,215,N/A,http://www.ufc.com/athlete/rodney-faverus,3,20,1,25,N/A,N/A,Southpaw
Ronald Carillo,N/A,N/A,N/A,N/A,0,125,N/A,http://www.ufc.com/athlete/ronald-carillo,0,2,0,4,N/A,N/A,N/A
Jonny Goh,N/A,N/A,N/A,N/A,71,155,N/A,http://www.ufc.com/athlete/jonny-goh,0,4,0,3,N/A,N/A,N/A
Luiz Firmino,Buscape,42,3/18/1982,N/A,66,154,N/A,http://www.ufc.com/athlete/luiz-firmino,0,8,0,19,N/A,N/A,Orthodox
AJ Fonseca,N/A,N/A,N/A,N/A,64,145,N/A,http://www.ufc.com/athlete/aj-fonseca,0,4,0,5,N/A,N/A,N/A
Tim Catalfo,Obake,N/A,N/A,N/A,71,235,N/A,http://www.ufc.com/athlete/tim-catalfo,0,2,0,4,N/A,N/A,Orthodox
Emilio Chavez,N/A,N/A,N/A,N/A,69,145,N/A,http://www.ufc.com/athlete/emilio-chavez,0,9,0,12,N/A,N/A,N/A
Bendy Casimir,N/A,44,6/10/1980,N/A,65,145,N/A,http://www.ufc.com/athlete/bendy-casimir,2,14,0,20,N/A,N/A,Southpaw
Mike French,N/A,49,5/29/1975,N/A,70,145,N/A,http://www.ufc.com/athlete/mike-french,0,10,0,9,N/A,N/A,N/A
Ralph Gracie,N/A,N/A,N/A,N/A,69,183,N/A,http://www.ufc.com/athlete/ralph-gracie,0,1,0,6,N/A,N/A,Orthodox
Marc Cofer,N/A,52,3/3/1972,N/A,0,185,N/A,http://www.ufc.com/athlete/marc-cofer,0,5,0,7,N/A,N/A,N/A
Gary Frazier,N/A,N/A,N/A,N/A,72,245,N/A,http://www.ufc.com/athlete/gary-frazier,0,3,0,3,N/A,N/A,Orthodox
Murad Chunkaiev,N/A,N/A,N/A,N/A,71,185,N/A,http://www.ufc.com/athlete/murad-chunkaiev,0,4,0,8,N/A,N/A,Orthodox
Marloes Coenen,N/A,43,3/31/1981,N/A,69,145,N/A,http://www.ufc.com/athlete/marloes-coenen,0,8,0,23,N/A,N/A,N/A
RJ Clifford,N/A,N/A,N/A,N/A,0,160,N/A,http://www.ufc.com/athlete/rj-clifford,0,3,0,4,N/A,N/A,N/A
Fabio Gurgel,N/A,N/A,N/A,N/A,72,205,N/A,http://www.ufc.com/athlete/fabio-gurgel,0,2,0,3,N/A,N/A,Orthodox
Marcos Galvao,Loro,43,6/23/1981,N/A,67,135,N/A,http://www.ufc.com/athlete/marcos-galvao,1,8,0,18,N/A,N/A,Orthodox
Muhsin Corbbrey,N/A,46,5/18/1978,N/A,70,155,N/A,http://www.ufc.com/athlete/muhsin-corbbrey,0,9,0,17,N/A,N/A,Orthodox
Devin Cole,N/A,48,10/1/1976,N/A,76,240,N/A,http://www.ufc.com/athlete/devin-cole,1,10,0,20,N/A,N/A,Orthodox
Brandon Gaines,N/A,N/A,N/A,N/A,75,185,N/A,http://www.ufc.com/athlete/brandon-gaines,0,21,0,5,N/A,N/A,N/A
TJ Cook,N/A,42,9/8/1982,N/A,0,205,N/A,http://www.ufc.com/athlete/tj-cook,0,5,0,13,N/A,N/A,N/A
Cortez Coleman,Hollywood,43,1/28/1982,N/A,73,185,N/A,http://www.ufc.com/athlete/cortez-coleman,0,8,0,13,N/A,N/A,N/A
Lee Gibson,Lethal,N/A,N/A,N/A,67,155,N/A,http://www.ufc.com/athlete/lee-gibson,0,4,0,12,N/A,N/A,N/A
Larry Cureton,N/A,N/A,N/A,N/A,74,240,N/A,http://www.ufc.com/athlete/larry-cureton,0,2,0,0,N/A,N/A,Orthodox
Jordan Goodwin,N/A,N/A,N/A,N/A,0,155,N/A,http://www.ufc.com/athlete/jordan-goodwin,0,0,0,0,N/A,N/A,N/A
Guilherme Costa,The Prodigy,N/A,N/A,N/A,0,155,N/A,https://www.ufc.com/athlete/guilherme-costa,0,1,0,7,N/A,N/A,N/A
Alan Gomez,N/A,N/A,N/A,N/A,0,155,N/A,http://www.ufc.com/athlete/alan-gomez,0,0,0,2,N/A,N/A,N/A
Marcos da Matta,Parrumpinha,51,3/18/1973,N/A,64,145,N/A,http://www.ufc.com/athlete/marcos-da-matta,0,3,0,11,N/A,N/A,N/A
Karen Darabedyan,N/A,38,12/18/1986,N/A,67,155,N/A,http://www.ufc.com/athlete/karen-darabedyan,0,6,0,13,N/A,N/A,Orthodox
Lemont Davis,N/A,N/A,N/A,N/A,68,170,N/A,http://www.ufc.com/athlete/lemont-davis,0,6,0,2,N/A,N/A,Orthodox
Scott Graham,N/A,N/A,N/A,N/A,76,185,N/A,http://www.ufc.com/athlete/scott-graham,0,1,0,3,N/A,N/A,Orthodox
Johil de Oliveira,N/A,N/A,N/A,N/A,66,170,N/A,http://www.ufc.com/athlete/johil-de-oliveira,1,15,1,17,N/A,N/A,Orthodox
Royler Gracie,N/A,59,12/6/1965,N/A,68,150,N/A,http://www.ufc.com/athlete/royler-gracie,1,5,0,5,N/A,N/A,Southpaw
Justin DeMoney,N/A,39,7/1/1985,N/A,0,170,N/A,http://www.ufc.com/athlete/justin-demoney,1,7,0,15,N/A,N/A,N/A
Rafael  Del Real,N/A,N/A,N/A,N/A,71,225,N/A,https://www.ufc.com/athlete/rafael--del-real,0,20,0,6,N/A,N/A,N/A
Cory Devela,The One,N/A,N/A,N/A,60,185,N/A,http://www.ufc.com/athlete/cory-devela,0,7,0,16,N/A,N/A,Orthodox
Kazuhiro Hamanaka,N/A,46,10/24/1978,N/A,72,185,N/A,http://www.ufc.com/athlete/kazuhiro-hamanaka,1,7,0,5,N/A,N/A,Southpaw
Bryan Humes,N/A,N/A,N/A,N/A,0,265,N/A,http://www.ufc.com/athlete/bryan-humes,0,2,0,6,N/A,N/A,N/A
Steve Hadsel,N/A,N/A,N/A,N/A,68,170,N/A,http://www.ufc.com/athlete/steve-hadsel,0,0,0,3,N/A,N/A,N/A
Drew Dimanlig,N/A,N/A,N/A,N/A,0,185,N/A,http://www.ufc.com/athlete/drew-dimanlig,0,4,0,3,N/A,N/A,N/A
Chris Hawk,N/A,N/A,N/A,N/A,73,205,N/A,http://www.ufc.com/athlete/chris-hawk,0,10,0,5,N/A,N/A,N/A
Mitsuhiro Ishida,The Endless Warrior,46,12/29/1978,N/A,66,154,N/A,http://www.ufc.com/athlete/mitsuhiro-ishida,1,8,0,20,N/A,N/A,Southpaw
John Dowdy,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/john-dowdy,0,1,0,0,N/A,N/A,N/A
Bill Duvall,N/A,N/A,N/A,N/A,74,185,N/A,http://www.ufc.com/athlete/bill-duvall,0,2,0,1,N/A,N/A,Southpaw
Conor Heun,Hurricane,45,2/11/1979,N/A,70,155,N/A,http://www.ufc.com/athlete/conor-heun,0,5,0,9,N/A,N/A,Orthodox
John Elam,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/john-elam,0,0,0,2,N/A,N/A,N/A
Trent Jenkins,N/A,N/A,N/A,N/A,74,185,N/A,http://www.ufc.com/athlete/trent-jenkins,0,4,0,0,N/A,N/A,N/A
Kevin Engel,The Hitman,N/A,N/A,N/A,74,170,N/A,https://www.ufc.com/athlete/kevin-engel,0,1,0,5,N/A,N/A,N/A
Eddy Ellis,Fast,N/A,N/A,N/A,69,170,N/A,http://www.ufc.com/athlete/eddy-ellis,1,16,1,21,N/A,N/A,Orthodox
John Hosman,N/A,44,11/13/1980,N/A,70,135,N/A,http://www.ufc.com/athlete/john-hosman,1,8,0,18,N/A,N/A,Southpaw
Tom Erikson,The Big Cat,N/A,N/A,N/A,75,280,N/A,http://www.ufc.com/athlete/tom-erikson,1,4,0,9,N/A,N/A,Orthodox
Eric Esch,Butterbean,56,8/3/1968,N/A,71,350,N/A,http://www.ufc.com/athlete/eric-esch,1,10,0,15,N/A,N/A,Orthodox
Ben Holscher,The Teacher,N/A,N/A,N/A,71,155,N/A,http://www.ufc.com/athlete/ben-holscher,0,0,0,4,N/A,N/A,N/A
Roy Jones,N/A,41,10/26/1983,N/A,0,205,N/A,http://www.ufc.com/athlete/roy-jones,0,5,0,7,N/A,N/A,N/A
Fred Ettish,N/A,N/A,N/A,N/A,72,180,N/A,http://www.ufc.com/athlete/fred-ettish,0,1,0,1,N/A,N/A,Southpaw
Minoki Ichihara,N/A,N/A,N/A,N/A,67,178,N/A,http://www.ufc.com/athlete/minoki-ichihara,0,1,0,0,N/A,N/A,Orthodox
Paulo Filho,N/A,46,5/24/1978,N/A,68,185,N/A,http://www.ufc.com/athlete/paulo-filho,3,6,0,23,N/A,N/A,Southpaw
Mal Foki,Twin Tiger,N/A,N/A,N/A,67,220,N/A,http://www.ufc.com/athlete/mal-foki,0,5,0,5,N/A,N/A,Orthodox
Rhadi Ferguson,N/A,N/A,N/A,N/A,67,205,N/A,http://www.ufc.com/athlete/rhadi-ferguson,0,0,0,3,N/A,N/A,N/A
Ken Kaneko,N/A,N/A,N/A,N/A,72,161,N/A,http://www.ufc.com/athlete/ken-kaneko,0,3,0,0,N/A,N/A,Orthodox
Jan Finney,Cuddles,N/A,N/A,N/A,68,135,N/A,http://www.ufc.com/athlete/jan-finney,0,12,0,11,N/A,N/A,Orthodox
Francisco France,Kiko,42,1/21/1983,N/A,72,205,N/A,https://www.ufc.com/athlete/francisco-france,1,5,0,13,N/A,N/A,N/A
Eric Jacob,N/A,N/A,N/A,N/A,0,155,N/A,http://www.ufc.com/athlete/eric-jacob,0,9,0,1,N/A,N/A,N/A
Jeremy  Freitag,N/A,N/A,N/A,N/A,73,205,N/A,https://www.ufc.com/athlete/jeremy--freitag,0,10,0,6,N/A,N/A,N/A
Dae Won Kim,N/A,N/A,N/A,N/A,71,180,N/A,http://www.ufc.com/athlete/dae-won-kim,0,7,0,11,N/A,N/A,Orthodox
Sterling Ford,N/A,38,3/12/1986,N/A,70,155,N/A,http://www.ufc.com/athlete/sterling-ford,0,7,0,15,N/A,N/A,N/A
Zane Frazier,Nasty,N/A,N/A,N/A,77,250,N/A,http://www.ufc.com/athlete/zane-frazier,0,11,0,4,N/A,N/A,Orthodox
Tony Johnson,N/A,41,5/2/1983,N/A,74,205,N/A,https://www.ufc.com/athlete/tony-johnson,0,2,0,7,N/A,N/A,Orthodox
Steve Jennum,N/A,N/A,N/A,N/A,70,215,N/A,http://www.ufc.com/athlete/steve-jennum,0,3,0,2,N/A,N/A,Orthodox
Shingo Kohara,N/A,N/A,N/A,N/A,66,135,N/A,http://www.ufc.com/athlete/shingo-kohara,0,0,0,1,N/A,N/A,N/A
Katsuhisa Fujii,Shamoji,52,8/15/1972,N/A,72,205,N/A,http://www.ufc.com/athlete/katsuhisa-fuji,1,18,0,9,N/A,N/A,Orthodox
Jesse Juarez,N/A,43,5/8/1981,N/A,73,170,N/A,http://www.ufc.com/athlete/jesse-juarez,0,12,0,23,N/A,N/A,Orthodox
John Devine,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/john-devine,0,4,0,6,N/A,N/A,N/A
Charlene Gellner,Princess,N/A,N/A,N/A,62,125,N/A,http://www.ufc.com/athlete/charlene-gellner,0,4,0,0,N/A,N/A,N/A
Krishaun Gilmore,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/krishaun-gilmore,0,1,0,0,N/A,N/A,N/A
Lina Kvokov,N/A,N/A,N/A,N/A,69,135,N/A,http://www.ufc.com/athlete/lina-kvokov,0,3,0,0,N/A,N/A,Orthodox
Alejandro Garcia,Alex,N/A,N/A,N/A,67,145,N/A,http://www.ufc.com/athlete/alejandro-garcia,0,10,1,14,N/A,N/A,N/A
Waylon Kennell,N/A,N/A,N/A,N/A,72,185,N/A,http://www.ufc.com/athlete/waylon-kennell,0,2,0,6,N/A,N/A,N/A
Mike Dolce,Skull Cracker,48,4/15/1976,N/A,71,185,N/A,http://www.ufc.com/athlete/mike-dolce,0,10,0,5,N/A,N/A,N/A
Clint Godfrey,N/A,42,10/21/1982,N/A,66,135,N/A,http://www.ufc.com/athlete/clint-godfrey,0,3,0,13,N/A,N/A,Southpaw
Nick Gibbons,N/A,N/A,N/A,N/A,70,155,N/A,http://www.ufc.com/athlete/nick-gibbons,0,1,0,2,N/A,N/A,N/A
Muhammed Lawal,King Mo,44,1/11/1981,N/A,72,205,N/A,http://www.ufc.com/athlete/muhammed-lawal,0,6,1,21,N/A,N/A,Southpaw
Daniel Gracie,N/A,N/A,N/A,N/A,74,225,N/A,http://www.ufc.com/athlete/daniel-gracie,1,4,0,5,N/A,N/A,Orthodox
Seth Kleinbeck,Mass Destruction,51,7/25/1973,N/A,74,185,N/A,http://www.ufc.com/athlete/seth-kleinbeck,0,4,0,8,N/A,N/A,N/A
Maurice Eazel,N/A,N/A,N/A,N/A,67,135,N/A,http://www.ufc.com/athlete/maurice-eazel,0,15,0,7,N/A,N/A,N/A
Frank Gomez,N/A,38,3/31/1986,N/A,70,135,N/A,http://www.ufc.com/athlete/frank-gomez,0,6,0,10,N/A,N/A,Orthodox
Lukasz Les,N/A,43,11/5/1981,N/A,0,170,N/A,http://www.ufc.com/athlete/lukasz-les,0,3,0,8,N/A,N/A,N/A
Igor Gracie,N/A,44,2/4/1980,N/A,71,170,N/A,http://www.ufc.com/athlete/igor-gracie,0,4,0,5,N/A,N/A,N/A
Rodrigo Gracie,N/A,49,4/11/1975,N/A,72,183,N/A,http://www.ufc.com/athlete/rodrigo-gracie,1,2,0,6,N/A,N/A,Orthodox
Chuck Grigsby,The Reverend,N/A,N/A,N/A,78,205,N/A,http://www.ufc.com/athlete/chuck-grigsby,0,10,0,23,N/A,N/A,Orthodox
